,Switch,PS5,PS4,WiiU,3DS,DC,DS,GBA,GC,NeoGeoP,PS2,PS3,PSP,WS,Vita,Wii,XB360,XBOne,XSX,Xbox,PKS
5463.0,,,,,,,,,,,,,,,,,,,,,
5464.0,,,,,,,,,,,,,,,,,,,,,
5468.0,,,,,,,,,,,,,,,,,,,,,
5469.0,,,,,,,,,,,,,,,,,,,,,
5470.0,,,,,,,,,,,,,,,,,,,,,
5471.0,,,,,,,,,,,,,,,,,,,,,
5475.0,,,,,,,,,,,,,,,,,,,,,
5476.0,,,,,,,,,,,,,,,,,,,,,
5477.0,,,,,,,,,,,,,,,,,,,,,
5478.0,,,,,,,,,,,,,,,,,,,,,
5482.0,,,,,,,,,,,,,,,,,,,,,
5483.0,,,,,,,,,,,,,,,,,,,,,
5484.0,,,,,,,,,,,,,,,,,,,,,
5485.0,,,,,,,,,,,,,,,,,,,,,
5489.0,,,,,,,,,,,,,,,,,,,,,
5490.0,,,,,,,,,,,,,,,,,,,,,
5491.0,,,,,,,,,,,,,,,,,,,,,
5492.0,,,,,,,,,,,,,,,,,,,,,
5496.0,,,,,,,,,,,,,,,,,,,,,
5497.0,,,,,,,,,,,,,,,,,,,,,
5498.0,,,,,,,,,,,,,,,,,,,,,
5499.0,,,,,,,,,,,,,,,,,,,,,
5503.0,,,,,,,,,,,,,,,,,,,,,
5504.0,,,,,,,,,,,,,,,,,,,,,
5505.0,,,,,,,,,,,,,,,,,,,,,
5506.0,,,,,,,,,,,,,,,,,,,,,
5510.0,,,,,,,,,,,,,,,,,,,,,
5511.0,,,,,,,,,,,,,,,,,,,,,
5512.0,,,,,,,,,,,,,,,,,,,,,
5513.0,,,,,,,,,,,,,,,,,,,,,
5517.0,,,,,,,,,,,,,,,,,,,,,
5518.0,,,,,,,,,,,,,,,,,,,,,
5519.0,,,,,,,,,,,,,,,,,,,,,
5520.0,,,,,,,,,,,,,,,,,,,,,
5524.0,,,,,,,,,,,,,,,,,,,,,
5525.0,,,,,,,,,,,,,,,,,,,,,
5526.0,,,,,,,,,,,,,,,,,,,,,
5527.0,,,,,,,,,,,,,,,,,,,,,
5531.0,,,,,,,,,,,,,,,,,,,,,
5532.0,,,,,,,,,,,,,,,,,,,,,
5533.0,,,,,,,,,,,,,,,,,,,,,
5534.0,,,,,,,,,,,,,,,,,,,,,
5538.0,,,,,,,,,,,,,,,,,,,,,
5539.0,,,,,,,,,,,,,,,,,,,,,
5540.0,,,,,,,,,,,,,,,,,,,,,
5541.0,,,,,,,,,,,,,,,,,,,,,
5545.0,,,,,,,,,,,,,,,,,,,,,
5546.0,,,,,,,,,,,,,,,,,,,,,
5547.0,,,,,,,,,,,,,,,,,,,,,
5548.0,,,,,,,,,,,,,,,,,,,,,
5552.0,,,,,,,,,,,,,,,,,,,,,
5553.0,,,,,,,,,,,,,,,,,,,,,
5554.0,,,,,,,,,,,,,,,,,,,,,
5555.0,,,,,,,,,,,,,,,,,,,,,
5559.0,,,,,,,,,,,,,,,,,,,,,
5560.0,,,,,,,,,,,,,,,,,,,,,
5561.0,,,,,,,,,,,,,,,,,,,,,
5562.0,,,,,,,,,,,,,,,,,,,,,
5566.0,,,,,,,,,,,,,,,,,,,,,
5567.0,,,,,,,,,,,,,,,,,,,,,
5568.0,,,,,,,,,,,,,,,,,,,,,
5569.0,,,,,,,,,,,,,,,,,,,,,
5573.0,,,,,,,,,,,,,,,,,,,,,
5574.0,,,,,,,,,,,,,,,,,,,,,
5575.0,,,,,,,,,,,,,,,,,,,,,
5576.0,,,,,,,,,,,,,,,,,,,,,
5580.0,,,,,,,,,,,,,,,,,,,,,
5581.0,,,,,,,,,,,,,,,,,,,,,
5582.0,,,,,,,,,,,,,,,,,,,,,
5583.0,,,,,,,,,,,,,,,,,,,,,
5587.0,,,,,,,,,,,,,,,,,,,,,
5588.0,,,,,,,,,,,,,,,,,,,,,
5589.0,,,,,,,,,,,,,,,,,,,,,
5590.0,,,,,,,,,,,,,,,,,,,,,
5594.0,,,,,,,,,,,,,,,,,,,,,
5595.0,,,,,,,,,,,,,,,,,,,,,
5596.0,,,,,,,,,,,,,,,,,,,,,
5597.0,,,,,,,,,,,,,,,,,,,,,
5601.0,,,,,,,,,,,,,,,,,,,,,
5602.0,,,,,,,,,,,,,,,,,,,,,
5603.0,,,,,,,,,,,,,,,,,,,,,
5604.0,,,,,,,,,,,,,,,,,,,,,
5608.0,,,,,,,,,,,,,,,,,,,,,
5609.0,,,,,,,,,,,,,,,,,,,,,
5610.0,,,,,,,,,,,,,,,,,,,,,
5611.0,,,,,,,,,,,,,,,,,,,,,
5615.0,,,,,,,,,,,,,,,,,,,,,
5616.0,,,,,,,,,,,,,,,,,,,,,
5617.0,,,,,,,,,,,,,,,,,,,,,
5618.0,,,,,,,,,,,,,,,,,,,,,
5622.0,,,,,,,,,,,,,,,,,,,,,
5623.0,,,,,,,,,,,,,,,,,,,,,
5624.0,,,,,,,,,,,,,,,,,,,,,
5625.0,,,,,,,,,,,,,,,,,,,,,
5629.0,,,,,,,,,,,,,,,,,,,,,
5630.0,,,,,,,,,,,,,,,,,,,,,
5631.0,,,,,,,,,,,,,,,,,,,,,
5632.0,,,,,,,,,,,,,,,,,,,,,
5636.0,,,,,,,,,,,,,,,,,,,,,
5637.0,,,,,,,,,,,,,,,,,,,,,
5638.0,,,,,,,,,,,,,,,,,,,,,
5639.0,,,,,,,,,,,,,,,,,,,,,
5643.0,,,,,,,,,,,,,,,,,,,,,
5644.0,,,,,,,,,,,,,,,,,,,,,
5645.0,,,,,,,,,,,,,,,,,,,,,
5646.0,,,,,,,,,,,,,,,,,,,,,
5650.0,,,,,,,,,,,,,,,,,,,,,
5651.0,,,,,,,,,,,,,,,,,,,,,
5652.0,,,,,,,,,,,,,,,,,,,,,
5653.0,,,,,,,,,,,,,,,,,,,,,
5657.0,,,,,,,,,,,,,,,,,,,,,
5658.0,,,,,,,,,,,,,,,,,,,,,
5659.0,,,,,,,,,,,,,,,,,,,,,
5660.0,,,,,,,,,,,,,,,,,,,,,
5664.0,,,,,,,,,,,,,,,,,,,,,
5665.0,,,,,,,,,,,,,,,,,,,,,
5666.0,,,,,,,,,,,,,,,,,,,,,
5667.0,,,,,,,,,,,,,,,,,,,,,
5671.0,,,,,,,,,,,,,,,,,,,,,
5672.0,,,,,,,,,,,,,,,,,,,,,
5673.0,,,,,,,,,,,,,,,,,,,,,
5674.0,,,,,,,,,,,,,,,,,,,,,
5678.0,,,,,,,,,,,,,,,,,,,,,
5679.0,,,,,,,,,,,,,,,,,,,,,
5680.0,,,,,,,,,,,,,,,,,,,,,
5681.0,,,,,,,,,,,,,,,,,,,,,
5685.0,,,,,,,,,,,,,,,,,,,,,
5686.0,,,,,,,,,,,,,,,,,,,,,
5687.0,,,,,,,,,,,,,,,,,,,,,
5688.0,,,,,,,,,,,,,,,,,,,,,
5692.0,,,,,,,,,,,,,,,,,,,,,
5693.0,,,,,,,,,,,,,,,,,,,,,
5694.0,,,,,,,,,,,,,,,,,,,,,
5695.0,,,,,,,,,,,,,,,,,,,,,
5699.0,,,,,,,,,,,,,,,,,,,,,
5700.0,,,,,,,,,,,,,,,,,,,,,
5701.0,,,,,,,,,,,,,,,,,,,,,
5702.0,,,,,,,,,,,,,,,,,,,,,
5706.0,,,,,,,,,,,,,,,,,,,,,
5707.0,,,,,,,,,,,,,,,,,,,,,
5708.0,,,,,,,,,,,,,,,,,,,,,
5709.0,,,,,,,,,,,,,,,,,,,,,
5713.0,,,,,,,,,,,,,,,,,,,,,
5714.0,,,,,,,,,,,,,,,,,,,,,
5715.0,,,,,,,,,,,,,,,,,,,,,
5716.0,,,,,,,,,,,,,,,,,,,,,
5720.0,,,,,,,,,,,,,,,,,,,,,
5721.0,,,,,,,,,,,,,,,,,,,,,
5722.0,,,,,,,,,,,,,,,,,,,,,
5723.0,,,,,,,,,,,,,,,,,,,,,
5727.0,,,,,,,,,,,,,,,,,,,,,
5728.0,,,,,,,,,,,,,,,,,,,,,
5729.0,,,,,,,,,,,,,,,,,,,,,
5730.0,,,,,,,,,,,,,,,,,,,,,
5734.0,,,,,,,,,,,,,,,,,,,,,
5735.0,,,,,,,,,,,,,,,,,,,,,
5736.0,,,,,,,,,,,,,,,,,,,,,
5737.0,,,,,,,,,,,,,,,,,,,,,
5741.0,,,,,,,,,,,,,,,,,,,,,
5742.0,,,,,,,,,,,,,,,,,,,,,
5743.0,,,,,,,,,,,,,,,,,,,,,
5744.0,,,,,,,,,,,,,,,,,,,,,
5748.0,,,,,,,,,,,,,,,,,,,,,
5749.0,,,,,,,,,,,,,,,,,,,,,
5750.0,,,,,,,,,,,,,,,,,,,,,
5751.0,,,,,,,,,,,,,,,,,,,,,
5755.0,,,,,,,,,,,,,,,,,,,,,
5756.0,,,,,,,,,,,,,,,,,,,,,
5757.0,,,,,,,,,,,,,,,,,,,,,
5758.0,,,,,,,,,,,,,,,,,,,,,
5762.0,,,,,,,,,,,,,,,,,,,,,
5763.0,,,,,,,,,,,,,,,,,,,,,
5764.0,,,,,,,,,,,,,,,,,,,,,
5765.0,,,,,,,,,,,,,,,,,,,,,
5769.0,,,,,,,,,,,,,,,,,,,,,
5770.0,,,,,,,,,,,,,,,,,,,,,
5771.0,,,,,,,,,,,,,,,,,,,,,
5772.0,,,,,,,,,,,,,,,,,,,,,
5776.0,,,,,,,,,,,,,,,,,,,,,
5777.0,,,,,,,,,,,,,,,,,,,,,
5778.0,,,,,,,,,,,,,,,,,,,,,
5779.0,,,,,,,,,,,,,,,,,,,,,
5783.0,,,,,,,,,,,,,,,,,,,,,
5784.0,,,,,,,,,,,,,,,,,,,,,
5785.0,,,,,,,,,,,,,,,,,,,,,
5786.0,,,,,,,,,,,,,,,,,,,,,
5790.0,,,,,,,,,,,,,,,,,,,,,
5791.0,,,,,,,,,,,,,,,,,,,,,
5792.0,,,,,,,,,,,,,,,,,,,,,
5793.0,,,,,,,,,,,,,,,,,,,,,
5797.0,,,,,,,,,,,,,,,,,,,,,
5798.0,,,,,,,,,,,,,,,,,,,,,
5799.0,,,,,,,,,,,,,,,,,,,,,
5800.0,,,,,,,,,,,,,,,,,,,,,
5804.0,,,,,,,,,,,,,,,,,,,,,
5805.0,,,,,,,,,,,,,,,,,,,,,
5806.0,,,,,,,,,,,,,,,,,,,,,
5807.0,,,,,,,,,,,,,,,,,,,,,
5811.0,,,,,,,,,,,,,,,,,,,,,
5812.0,,,,,,,,,,,,,,,,,,,,,
5813.0,,,,,,,,,,,,,,,,,,,,,
5814.0,,,,,,,,,,,,,,,,,,,,,
5818.0,,,,,,,,,,,,,,,,,,,,,
5819.0,,,,,,,,,,,,,,,,,,,,,
5820.0,,,,,,,,,,,,,,,,,,,,,
5821.0,,,,,,,,,,,,,,,,,,,,,
5825.0,,,,,,,,,,,,,,,,,,,,,
5826.0,,,,,,,,,,,,,,,,,,,,,
5827.0,,,,,,,,,,,,,,,,,,,,,
5828.0,,,,,,,,,,,,,,,,,,,,,
5832.0,,,,,,,,,,,,,,,,,,,,,
5833.0,,,,,,,,,,,,,,,,,,,,,
5834.0,,,,,,,,,,,,,,,,,,,,,
5835.0,,,,,,,,,,,,,,,,,,,,,
5839.0,,,,,,,,,,,,,,,,,,,,,
5840.0,,,,,,,,,,,,,,,,,,,,,
5841.0,,,,,,,,,,,,,,,,,,,,,
5842.0,,,,,,,,,,,,,,,,,,,,,
5846.0,,,,,,,,,,,,,,,,,,,,,
5847.0,,,,,,,,,,,,,,,,,,,,,
5848.0,,,,,,,,,,,,,,,,,,,,,
5849.0,,,,,,,,,,,,,,,,,,,,,
5853.0,,,,,,,,,,,,,,,,,,,,,
5854.0,,,,,,,,,,,,,,,,,,,,,
5855.0,,,,,,,,,,,,,,,,,,,,,
5856.0,,,,,,,,,,,,,,,,,,,,,
5860.0,,,,,,,,,,,,,,,,,,,,,
5861.0,,,,,,,,,,,,,,,,,,,,,
5862.0,,,,,,,,,,,,,,,,,,,,,
5863.0,,,,,,,,,,,,,,,,,,,,,
5867.0,,,,,,,,,,,,,,,,,,,,,
5868.0,,,,,,,,,,,,,,,,,,,,,
5869.0,,,,,,,,,,,,,,,,,,,,,
5870.0,,,,,,,,,,,,,,,,,,,,,
5874.0,,,,,,,,,,,,,,,,,,,,,
5875.0,,,,,,,,,,,,,,,,,,,,,
5876.0,,,,,,,,,,,,,,,,,,,,,
5877.0,,,,,,,,,,,,,,,,,,,,,
5881.0,,,,,,,,,,,,,,,,,,,,,
5882.0,,,,,,,,,,,,,,,,,,,,,
5883.0,,,,,,,,,,,,,,,,,,,,,
5884.0,,,,,,,,,,,,,,,,,,,,,
5888.0,,,,,,,,,,,,,,,,,,,,,
5889.0,,,,,,,,,,,,,,,,,,,,,
5890.0,,,,,,,,,,,,,,,,,,,,,
5891.0,,,,,,,,,,,,,,,,,,,,,
5895.0,,,,,,,,,,,,,,,,,,,,,
5896.0,,,,,,,,,,,,,,,,,,,,,
5897.0,,,,,,,,,,,,,,,,,,,,,
5898.0,,,,,,,,,,,,,,,,,,,,,
5902.0,,,,,,,,,,,,,,,,,,,,,
5903.0,,,,,,,,,,,,,,,,,,,,,
5904.0,,,,,,,,,,,,,,,,,,,,,
5905.0,,,,,,,,,,,,,,,,,,,,,
5909.0,,,,,,,,,,,,,,,,,,,,,
5910.0,,,,,,,,,,,,,,,,,,,,,
5911.0,,,,,,,,,,,,,,,,,,,,,
5912.0,,,,,,,,,,,,,,,,,,,,,
5916.0,,,,,,,,,,,,,,,,,,,,,
5917.0,,,,,,,,,,,,,,,,,,,,,
5918.0,,,,,,,,,,,,,,,,,,,,,
5919.0,,,,,,,,,,,,,,,,,,,,,
5923.0,,,,,,,,,,,,,,,,,,,,,
5924.0,,,,,,,,,,,,,,,,,,,,,
5925.0,,,,,,,,,,,,,,,,,,,,,
5926.0,,,,,,,,,,,,,,,,,,,,,
5930.0,,,,,,,,,,,,,,,,,,,,,
5931.0,,,,,,,,,,,,,,,,,,,,,
5932.0,,,,,,,,,,,,,,,,,,,,,
5933.0,,,,,,,,,,,,,,,,,,,,,
5937.0,,,,,,,,,,,,,,,,,,,,,
5938.0,,,,,,,,,,,,,,,,,,,,,
5939.0,,,,,,,,,,,,,,,,,,,,,
5940.0,,,,,,,,,,,,,,,,,,,,,
5944.0,,,,,,,,,,,,,,,,,,,,,
5945.0,,,,,,,,,,,,,,,,,,,,,
5946.0,,,,,,,,,,,,,,,,,,,,,
5947.0,,,,,,,,,,,,,,,,,,,,,
5951.0,,,,,,,,,,,,,,,,,,,,,
5952.0,,,,,,,,,,,,,,,,,,,,,
5953.0,,,,,,,,,,,,,,,,,,,,,
5954.0,,,,,,,,,,,,,,,,,,,,,
5958.0,,,,,,,,,,,,,,,,,,,,,
5959.0,,,,,,,,,,,,,,,,,,,,,
5960.0,,,,,,,,,,,,,,,,,,,,,
5961.0,,,,,,,,,,,,,,,,,,,,,
5965.0,,,,,,,,,,,,,,,,,,,,,
5966.0,,,,,,,,,,,,,,,,,,,,,
5967.0,,,,,,,,,,,,,,,,,,,,,
5968.0,,,,,,,,,,,,,,,,,,,,,
5972.0,,,,,,,,,,,,,,,,,,,,,
5973.0,,,,,,,,,,,,,,,,,,,,,
5974.0,,,,,,,,,,,,,,,,,,,,,
5975.0,,,,,,,,,,,,,,,,,,,,,
5979.0,,,,,,,,,,,,,,,,,,,,,
5980.0,,,,,,,,,,,,,,,,,,,,,
5981.0,,,,,,,,,,,,,,,,,,,,,
5982.0,,,,,,,,,,,,,,,,,,,,,
5986.0,,,,,,,,,,,,,,,,,,,,,
5987.0,,,,,,,,,,,,,,,,,,,,,
5988.0,,,,,,,,,,,,,,,,,,,,,
5989.0,,,,,,,,,,,,,,,,,,,,,
5993.0,,,,,,,,,,,,,,,,,,,,,
5994.0,,,,,,,,,,,,,,,,,,,,,
5995.0,,,,,,,,,,,,,,,,,,,,,
5996.0,,,,,,,,,,,,,,,,,,,,,
6000.0,,,,,,,,,,,,,,,,,,,,,
6001.0,,,,,,,,,,,,,,,,,,,,,
6002.0,,,,,,,,,,,,,,,,,,,,,
6003.0,,,,,,,,,,,,,,,,,,,,,
6007.0,,,,,,,,,,,,,,,,,,,,,
6008.0,,,,,,,,,,,,,,,,,,,,,
6009.0,,,,,,,,,,,,,,,,,,,,,
6010.0,,,,,,,,,,,,,,,,,,,,,
6014.0,,,,,,,,,,,,,,,,,,,,,
6015.0,,,,,,,,,,,,,,,,,,,,,
6016.0,,,,,,,,,,,,,,,,,,,,,
6017.0,,,,,,,,,,,,,,,,,,,,,
6021.0,,,,,,,,,,,,,,,,,,,,,
6022.0,,,,,,,,,,,,,,,,,,,,,
6023.0,,,,,,,,,,,,,,,,,,,,,
6024.0,,,,,,,,,,,,,,,,,,,,,
6028.0,,,,,,,,,,,,,,,,,,,,,
6029.0,,,,,,,,,,,,,,,,,,,,,
6030.0,,,,,,,,,,,,,,,,,,,,,
6031.0,,,,,,,,,,,,,,,,,,,,,
6035.0,,,,,,,,,,,,,,,,,,,,,
6036.0,,,,,,,,,,,,,,,,,,,,,
6037.0,,,,,,,,,,,,,,,,,,,,,
6038.0,,,,,,,,,,,,,,,,,,,,,
6042.0,,,,,,,,,,,,,,,,,,,,,
6043.0,,,,,,,,,,,,,,,,,,,,,
6044.0,,,,,,,,,,,,,,,,,,,,,
6045.0,,,,,,,,,,,,,,,,,,,,,
6049.0,,,,,,,,,,,,,,,,,,,,,
6050.0,,,,,,,,,,,,,,,,,,,,,
6051.0,,,,,,,,,,,,,,,,,,,,,
6052.0,,,,,,,,,,,,,,,,,,,,,
6056.0,,,,,,,,,,,,,,,,,,,,,
6057.0,,,,,,,,,,,,,,,,,,,,,
6058.0,,,,,,,,,,,,,,,,,,,,,
6059.0,,,,,,,,,,,,,,,,,,,,,
6063.0,,,,,,,,,,,,,,,,,,,,,
6064.0,,,,,,,,,,,,,,,,,,,,,
6065.0,,,,,,,,,,,,,,,,,,,,,
6066.0,,,,,,,,,,,,,,,,,,,,,
6070.0,,,,,,,,,,,,,,,,,,,,,
6071.0,,,,,,,,,,,,,,,,,,,,,
6072.0,,,,,,,,,,,,,,,,,,,,,
6073.0,,,,,,,,,,,,,,,,,,,,,
6077.0,,,,,,,,,,,,,,,,,,,,,
6078.0,,,,,,,,,,,,,,,,,,,,,
6079.0,,,,,,,,,,,,,,,,,,,,,
6080.0,,,,,,,,,,,,,,,,,,,,,
6084.0,,,,,,,,,,,,,,,,,,,,,
6085.0,,,,,,,,,,,,,,,,,,,,,
6086.0,,,,,,,,,,,,,,,,,,,,,
6087.0,,,,,,,,,,,,,,,,,,,,,
6091.0,,,,,,,,,,,,,,,,,,,,,
6092.0,,,,,,,,,,,,,,,,,,,,,
6093.0,,,,,,,,,,,,,,,,,,,,,
6094.0,,,,,,,,,,,,,,,,,,,,,
6098.0,,,,,,,,,,,,,,,,,,,,,
6099.0,,,,,,,,,,,,,,,,,,,,,
6100.0,,,,,,,,,,,,,,,,,,,,,
6101.0,,,,,,,,,,,,,,,,,,,,,
6105.0,,,,,,,,,,,,,,,,,,,,,
6106.0,,,,,,,,,,,,,,,,,,,,,
6107.0,,,,,,,,,,,,,,,,,,,,,
6108.0,,,,,,,,,,,,,,,,,,,,,
6112.0,,,,,,,,,,,,,,,,,,,,,
6113.0,,,,,,,,,,,,,,,,,,,,,
6114.0,,,,,,,,,,,,,,,,,,,,,
6115.0,,,,,,,,,,,,,,,,,,,,,
6119.0,,,,,,,,,,,,,,,,,,,,,
6120.0,,,,,,,,,,,,,,,,,,,,,
6121.0,,,,,,,,,,,,,,,,,,,,,
6122.0,,,,,,,,,,,,,,,,,,,,,
6126.0,,,,,,,,,,,,,,,,,,,,,
6127.0,,,,,,,,,,,,,,,,,,,,,
6128.0,,,,,,,,,,,,,,,,,,,,,
6129.0,,,,,,,,,,,,,,,,,,,,,
6133.0,,,,,,,,,,,,,,,,,,,,,
6134.0,,,,,,,,,,,,,,,,,,,,,
6135.0,,,,,,,,,,,,,,,,,,,,,
6136.0,,,,,,,,,,,,,,,,,,,,,
6140.0,,,,,,,,,,,,,,,,,,,,,
6141.0,,,,,,,,,,,,,,,,,,,,,
6142.0,,,,,,,,,,,,,,,,,,,,,
6143.0,,,,,,,,,,,,,,,,,,,,,
6147.0,,,,,,,,,,,,,,,,,,,,,
6148.0,,,,,,,,,,,,,,,,,,,,,
6149.0,,,,,,,,,,,,,,,,,,,,,
6150.0,,,,,,,,,,,,,,,,,,,,,
6154.0,,,,,,,,,,,,,,,,,,,,,
6155.0,,,,,,,,,,,,,,,,,,,,,
6156.0,,,,,,,,,,,,,,,,,,,,,
6157.0,,,,,,,,,,,,,,,,,,,,,
6161.0,,,,,,,,,,,,,,,,,,,,,
6162.0,,,,,,,,,,,,,,,,,,,,,
6163.0,,,,,,,,,,,,,,,,,,,,,
6164.0,,,,,,,,,,,,,,,,,,,,,
6168.0,,,,,,,,,,,,,,,,,,,,,
6169.0,,,,,,,,,,,,,,,,,,,,,
6170.0,,,,,,,,,,,,,,,,,,,,,
6171.0,,,,,,,,,,,,,,,,,,,,,
6175.0,,,,,,,,,,,,,,,,,,,,,
6176.0,,,,,,,,,,,,,,,,,,,,,
6177.0,,,,,,,,,,,,,,,,,,,,,
6178.0,,,,,,,,,,,,,,,,,,,,,
6182.0,,,,,,,,,,,,,,,,,,,,,
6183.0,,,,,,,,,,,,,,,,,,,,,
6184.0,,,,,,,,,,,,,,,,,,,,,
6185.0,,,,,,,,,,,,,,,,,,,,,
6189.0,,,,,,,,,,,,,,,,,,,,,
6190.0,,,,,,,,,,,,,,,,,,,,,
6191.0,,,,,,,,,,,,,,,,,,,,,
6192.0,,,,,,,,,,,,,,,,,,,,,
6196.0,,,,,,,,,,,,,,,,,,,,,
6197.0,,,,,,,,,,,,,,,,,,,,,
6198.0,,,,,,,,,,,,,,,,,,,,,
6199.0,,,,,,,,,,,,,,,,,,,,,
6203.0,,,,,,,,,,,,,,,,,,,,,
6204.0,,,,,,,,,,,,,,,,,,,,,
6205.0,,,,,,,,,,,,,,,,,,,,,
6206.0,,,,,,,,,,,,,,,,,,,,,
6210.0,,,,,,,,,,,,,,,,,,,,,
6211.0,,,,,,,,,,,,,,,,,,,,,
6212.0,,,,,,,,,,,,,,,,,,,,,
6213.0,,,,,,,,,,,,,,,,,,,,,
6217.0,,,,,,,,,,,,,,,,,,,,,
6218.0,,,,,,,,,,,,,,,,,,,,,
6219.0,,,,,,,,,,,,,,,,,,,,,
6220.0,,,,,,,,,,,,,,,,,,,,,
6224.0,,,,,,,,,,,,,,,,,,,,,
6225.0,,,,,,,,,,,,,,,,,,,,,
6226.0,,,,,,,,,,,,,,,,,,,,,
6227.0,,,,,,,,,,,,,,,,,,,,,
6231.0,,,,,,,,,,,,,,,,,,,,,
6232.0,,,,,,,,,,,,,,,,,,,,,
6233.0,,,,,,,,,,,,,,,,,,,,,
6234.0,,,,,,,,,,,,,,,,,,,,,
6238.0,,,,,,,,,,,,,,,,,,,,,
6239.0,,,,,,,,,,,,,,,,,,,,,
6240.0,,,,,,,,,,,,,,,,,,,,,
6241.0,,,,,,,,,,,,,,,,,,,,,
6245.0,,,,,,,,,,,,,,,,,,,,,
6246.0,,,,,,,,,,,,,,,,,,,,,
6247.0,,,,,,,,,,,,,,,,,,,,,
6248.0,,,,,,,,,,,,,,,,,,,,,
6252.0,,,,,,,,,,,,,,,,,,,,,
6253.0,,,,,,,,,,,,,,,,,,,,,
6254.0,,,,,,,,,,,,,,,,,,,,,
6255.0,,,,,,,,,,,,,,,,,,,,,
6259.0,,,,,,,,,,,,,,,,,,,,,
6260.0,,,,,,,,,,,,,,,,,,,,,
6261.0,,,,,,,,,,,,,,,,,,,,,
6262.0,,,,,,,,,,,,,,,,,,,,,
6266.0,,,,,,,,,,,,,,,,,,,,,
6267.0,,,,,,,,,,,,,,,,,,,,,
6268.0,,,,,,,,,,,,,,,,,,,,,
6269.0,,,,,,,,,,,,,,,,,,,,,
6273.0,,,,,,,,,,,,,,,,,,,,,
6274.0,,,,,,,,,,,,,,,,,,,,,
6275.0,,,,,,,,,,,,,,,,,,,,,
6276.0,,,,,,,,,,,,,,,,,,,,,
6280.0,,,,,,,,,,,,,,,,,,,,,
6281.0,,,,,,,,,,,,,,,,,,,,,
6282.0,,,,,,,,,,,,,,,,,,,,,
6283.0,,,,,,,,,,,,,,,,,,,,,
6287.0,,,,,,,,,,,,,,,,,,,,,
6288.0,,,,,,,,,,,,,,,,,,,,,
6289.0,,,,,,,,,,,,,,,,,,,,,
6290.0,,,,,,,,,,,,,,,,,,,,,
6294.0,,,,,,,,,,,,,,,,,,,,,
6295.0,,,,,,,,,,,,,,,,,,,,,
6296.0,,,,,,,,,,,,,,,,,,,,,
6297.0,,,,,,,,,,,,,,,,,,,,,
6301.0,,,,,,,,,,,,,,,,,,,,,
6302.0,,,,,,,,,,,,,,,,,,,,,
6303.0,,,,,,,,,,,,,,,,,,,,,
6304.0,,,,,,,,,,,,,,,,,,,,,
6308.0,,,,,,,,,,,,,,,,,,,,,
6309.0,,,,,,,,,,,,,,,,,,,,,
6310.0,,,,,,,,,,,,,,,,,,,,,
6311.0,,,,,,,,,,,,,,,,,,,,,
6315.0,,,,,,,,,,,,,,,,,,,,,
6316.0,,,,,,,,,,,,,,,,,,,,,
6317.0,,,,,,,,,,,,,,,,,,,,,
6318.0,,,,,,,,,,,,,,,,,,,,,
6322.0,,,,,,,,,,,,,,,,,,,,,
6323.0,,,,,,,,,,,,,,,,,,,,,
6324.0,,,,,,,,,,,,,,,,,,,,,
6325.0,,,,,,,,,,,,,,,,,,,,,
6329.0,,,,,,,,,,,,,,,,,,,,,
6330.0,,,,,,,,,,,,,,,,,,,,,
6331.0,,,,,,,,,,,,,,,,,,,,,
6332.0,,,,,,,,,,,,,,,,,,,,,
6336.0,,,,,,,,,,,,,,,,,,,,,
6337.0,,,,,,,,,,,,,,,,,,,,,
6338.0,,,,,,,,,,,,,,,,,,,,,
6339.0,,,,,,,,,,,,,,,,,,,,,
6343.0,,,,,,,,,,,,,,,,,,,,,
6344.0,,,,,,,,,,,,,,,,,,,,,
6345.0,,,,,,,,,,,,,,,,,,,,,
6346.0,,,,,,,,,,,,,,,,,,,,,
6350.0,,,,,,,,,,,,,,,,,,,,,
6351.0,,,,,,,,,,,,,,,,,,,,,
6352.0,,,,,,,,,,,,,,,,,,,,,
6353.0,,,,,,,,,,,,,,,,,,,,,
6357.0,,,,,,,,,,,,,,,,,,,,,
6358.0,,,,,,,,,,,,,,,,,,,,,
6359.0,,,,,,,,,,,,,,,,,,,,,
6360.0,,,,,,,,,,,,,,,,,,,,,
6364.0,,,,,,,,,,,,,,,,,,,,,
6365.0,,,,,,,,,,,,,,,,,,,,,
6366.0,,,,,,,,,,,,,,,,,,,,,
6367.0,,,,,,,,,,,,,,,,,,,,,
6371.0,,,,,,,,,,,,,,,,,,,,,
6372.0,,,,,,,,,,,,,,,,,,,,,
6373.0,,,,,,,,,,,,,,,,,,,,,
6374.0,,,,,,,,,,,,,,,,,,,,,
6378.0,,,,,,,,,,,,,,,,,,,,,
6379.0,,,,,,,,,,,,,,,,,,,,,
6380.0,,,,,,,,,,,,,,,,,,,,,
6381.0,,,,,,,,,,,,,,,,,,,,,
6385.0,,,,,,,,,,,,,,,,,,,,,
6386.0,,,,,,,,,,,,,,,,,,,,,
6387.0,,,,,,,,,,,,,,,,,,,,,
6388.0,,,,,,,,,,,,,,,,,,,,,
6392.0,,,,,,,,,,,,,,,,,,,,,
6393.0,,,,,,,,,,,,,,,,,,,,,
6394.0,,,,,,,,,,,,,,,,,,,,,
6395.0,,,,,,,,,,,,,,,,,,,,,
6399.0,,,,,,,,,,,,,,,,,,,,,
