,Switch,PS5,PS4,WiiU,3DS,DC,DS,GBA,GC,NeoGeoP,PS2,PS3,PSP,WS,Vita,Wii,XB360,XBOne,XSX,Xbox,PKS
6400.0,,,,,,,,,,,,,,,,,,,,,
6401.0,,,,,,,,,,,,,,,,,,,,,
6402.0,,,,,,,,,,,,,,,,,,,,,
6406.0,,,,,,,,,,,,,,,,,,,,,
6407.0,,,,,,,,,,,,,,,,,,,,,
6408.0,,,,,,,,,,,,,,,,,,,,,
6409.0,,,,,,,,,,,,,,,,,,,,,
6413.0,,,,,,,,,,,,,,,,,,,,,
6414.0,,,,,,,,,,,,,,,,,,,,,
6415.0,,,,,,,,,,,,,,,,,,,,,
6416.0,,,,,,,,,,,,,,,,,,,,,
6420.0,,,,,,,,,,,,,,,,,,,,,
6421.0,,,,,,,,,,,,,,,,,,,,,
6422.0,,,,,,,,,,,,,,,,,,,,,
6423.0,,,,,,,,,,,,,,,,,,,,,
6427.0,,,,,,,,,,,,,,,,,,,,,
6428.0,,,,,,,,,,,,,,,,,,,,,
6429.0,,,,,,,,,,,,,,,,,,,,,
6430.0,,,,,,,,,,,,,,,,,,,,,
6434.0,,,,,,,,,,,,,,,,,,,,,
6435.0,,,,,,,,,,,,,,,,,,,,,
6436.0,,,,,,,,,,,,,,,,,,,,,
6437.0,,,,,,,,,,,,,,,,,,,,,
6441.0,,,,,,,,,,,,,,,,,,,,,
6442.0,,,,,,,,,,,,,,,,,,,,,
6443.0,,,,,,,,,,,,,,,,,,,,,
6444.0,,,,,,,,,,,,,,,,,,,,,
6448.0,,,,,,,,,,,,,,,,,,,,,
6449.0,,,,,,,,,,,,,,,,,,,,,
6450.0,,,,,,,,,,,,,,,,,,,,,
6451.0,,,,,,,,,,,,,,,,,,,,,
6455.0,,,,,,,,,,,,,,,,,,,,,
6456.0,,,,,,,,,,,,,,,,,,,,,
6457.0,,,,,,,,,,,,,,,,,,,,,
6458.0,,,,,,,,,,,,,,,,,,,,,
6462.0,,,,,,,,,,,,,,,,,,,,,
6463.0,,,,,,,,,,,,,,,,,,,,,
6464.0,,,,,,,,,,,,,,,,,,,,,
6465.0,,,,,,,,,,,,,,,,,,,,,
6469.0,,,,,,,,,,,,,,,,,,,,,
6470.0,,,,,,,,,,,,,,,,,,,,,
6471.0,,,,,,,,,,,,,,,,,,,,,
6472.0,,,,,,,,,,,,,,,,,,,,,
6476.0,,,,,,,,,,,,,,,,,,,,,
6477.0,,,,,,,,,,,,,,,,,,,,,
6478.0,,,,,,,,,,,,,,,,,,,,,
6479.0,,,,,,,,,,,,,,,,,,,,,
6483.0,,,,,,,,,,,,,,,,,,,,,
6484.0,,,,,,,,,,,,,,,,,,,,,
6485.0,,,,,,,,,,,,,,,,,,,,,
6486.0,,,,,,,,,,,,,,,,,,,,,
6490.0,,,,,,,,,,,,,,,,,,,,,
6491.0,,,,,,,,,,,,,,,,,,,,,
6492.0,,,,,,,,,,,,,,,,,,,,,
6493.0,,,,,,,,,,,,,,,,,,,,,
6497.0,,,,,,,,,,,,,,,,,,,,,
6498.0,,,,,,,,,,,,,,,,,,,,,
6499.0,,,,,,,,,,,,,,,,,,,,,
6500.0,,,,,,,,,,,,,,,,,,,,,
6504.0,,,,,,,,,,,,,,,,,,,,,
6505.0,,,,,,,,,,,,,,,,,,,,,
6506.0,,,,,,,,,,,,,,,,,,,,,
6507.0,,,,,,,,,,,,,,,,,,,,,
6511.0,,,,,,,,,,,,,,,,,,,,,
6512.0,,,,,,,,,,,,,,,,,,,,,
6513.0,,,,,,,,,,,,,,,,,,,,,
6514.0,,,,,,,,,,,,,,,,,,,,,
6518.0,,,,,,,,,,,,,,,,,,,,,
6519.0,,,,,,,,,,,,,,,,,,,,,
6520.0,,,,,,,,,,,,,,,,,,,,,
6521.0,,,,,,,,,,,,,,,,,,,,,
6525.0,,,,,,,,,,,,,,,,,,,,,
6526.0,,,,,,,,,,,,,,,,,,,,,
6527.0,,,,,,,,,,,,,,,,,,,,,
6528.0,,,,,,,,,,,,,,,,,,,,,
6532.0,,,,,,,,,,,,,,,,,,,,,
6533.0,,,,,,,,,,,,,,,,,,,,,
6534.0,,,,,,,,,,,,,,,,,,,,,
6535.0,,,,,,,,,,,,,,,,,,,,,
6539.0,,,,,,,,,,,,,,,,,,,,,
6540.0,,,,,,,,,,,,,,,,,,,,,
6541.0,,,,,,,,,,,,,,,,,,,,,
6542.0,,,,,,,,,,,,,,,,,,,,,
6546.0,,,,,,,,,,,,,,,,,,,,,
6547.0,,,,,,,,,,,,,,,,,,,,,
6548.0,,,,,,,,,,,,,,,,,,,,,
6549.0,,,,,,,,,,,,,,,,,,,,,
6553.0,,,,,,,,,,,,,,,,,,,,,
6554.0,,,,,,,,,,,,,,,,,,,,,
6555.0,,,,,,,,,,,,,,,,,,,,,
6556.0,,,,,,,,,,,,,,,,,,,,,
6560.0,,,,,,,,,,,,,,,,,,,,,
6561.0,,,,,,,,,,,,,,,,,,,,,
6562.0,,,,,,,,,,,,,,,,,,,,,
6563.0,,,,,,,,,,,,,,,,,,,,,
6567.0,,,,,,,,,,,,,,,,,,,,,
6568.0,,,,,,,,,,,,,,,,,,,,,
6569.0,,,,,,,,,,,,,,,,,,,,,
6570.0,,,,,,,,,,,,,,,,,,,,,
6574.0,,,,,,,,,,,,,,,,,,,,,
6575.0,,,,,,,,,,,,,,,,,,,,,
6576.0,,,,,,,,,,,,,,,,,,,,,
6577.0,,,,,,,,,,,,,,,,,,,,,
6581.0,,,,,,,,,,,,,,,,,,,,,
6582.0,,,,,,,,,,,,,,,,,,,,,
6583.0,,,,,,,,,,,,,,,,,,,,,
6584.0,,,,,,,,,,,,,,,,,,,,,
6588.0,,,,,,,,,,,,,,,,,,,,,
6589.0,,,,,,,,,,,,,,,,,,,,,
6590.0,,,,,,,,,,,,,,,,,,,,,
6591.0,,,,,,,,,,,,,,,,,,,,,
6595.0,,,,,,,,,,,,,,,,,,,,,
6596.0,,,,,,,,,,,,,,,,,,,,,
6597.0,,,,,,,,,,,,,,,,,,,,,
6598.0,,,,,,,,,,,,,,,,,,,,,
6602.0,,,,,,,,,,,,,,,,,,,,,
6603.0,,,,,,,,,,,,,,,,,,,,,
6604.0,,,,,,,,,,,,,,,,,,,,,
6605.0,,,,,,,,,,,,,,,,,,,,,
6609.0,,,,,,,,,,,,,,,,,,,,,
6610.0,,,,,,,,,,,,,,,,,,,,,
6611.0,,,,,,,,,,,,,,,,,,,,,
6612.0,,,,,,,,,,,,,,,,,,,,,
6616.0,,,,,,,,,,,,,,,,,,,,,
6617.0,,,,,,,,,,,,,,,,,,,,,
6618.0,,,,,,,,,,,,,,,,,,,,,
6619.0,,,,,,,,,,,,,,,,,,,,,
6623.0,,,,,,,,,,,,,,,,,,,,,
6624.0,,,,,,,,,,,,,,,,,,,,,
6625.0,,,,,,,,,,,,,,,,,,,,,
6626.0,,,,,,,,,,,,,,,,,,,,,
6630.0,,,,,,,,,,,,,,,,,,,,,
6631.0,,,,,,,,,,,,,,,,,,,,,
6632.0,,,,,,,,,,,,,,,,,,,,,
6633.0,,,,,,,,,,,,,,,,,,,,,
6637.0,,,,,,,,,,,,,,,,,,,,,
6638.0,,,,,,,,,,,,,,,,,,,,,
6639.0,,,,,,,,,,,,,,,,,,,,,
6640.0,,,,,,,,,,,,,,,,,,,,,
6644.0,,,,,,,,,,,,,,,,,,,,,
6645.0,,,,,,,,,,,,,,,,,,,,,
6646.0,,,,,,,,,,,,,,,,,,,,,
6647.0,,,,,,,,,,,,,,,,,,,,,
6651.0,,,,,,,,,,,,,,,,,,,,,
6652.0,,,,,,,,,,,,,,,,,,,,,
6653.0,,,,,,,,,,,,,,,,,,,,,
6654.0,,,,,,,,,,,,,,,,,,,,,
6658.0,,,,,,,,,,,,,,,,,,,,,
6659.0,,,,,,,,,,,,,,,,,,,,,
6660.0,,,,,,,,,,,,,,,,,,,,,
6661.0,,,,,,,,,,,,,,,,,,,,,
6665.0,,,,,,,,,,,,,,,,,,,,,
6666.0,,,,,,,,,,,,,,,,,,,,,
6667.0,,,,,,,,,,,,,,,,,,,,,
6668.0,,,,,,,,,,,,,,,,,,,,,
6672.0,,,,,,,,,,,,,,,,,,,,,
6673.0,,,,,,,,,,,,,,,,,,,,,
6674.0,,,,,,,,,,,,,,,,,,,,,
6675.0,,,,,,,,,,,,,,,,,,,,,
6679.0,,,,,,,,,,,,,,,,,,,,,
6680.0,,,,,,,,,,,,,,,,,,,,,
6681.0,,,,,,,,,,,,,,,,,,,,,
6682.0,,,,,,,,,,,,,,,,,,,,,
6686.0,,,,,,,,,,,,,,,,,,,,,
6687.0,,,,,,,,,,,,,,,,,,,,,
6688.0,,,,,,,,,,,,,,,,,,,,,
6689.0,,,,,,,,,,,,,,,,,,,,,
6693.0,,,,,,,,,,,,,,,,,,,,,
6694.0,,,,,,,,,,,,,,,,,,,,,
6695.0,,,,,,,,,,,,,,,,,,,,,
6696.0,,,,,,,,,,,,,,,,,,,,,
6700.0,,,,,,,,,,,,,,,,,,,,,
6701.0,,,,,,,,,,,,,,,,,,,,,
6702.0,,,,,,,,,,,,,,,,,,,,,
6703.0,,,,,,,,,,,,,,,,,,,,,
6707.0,,,,,,,,,,,,,,,,,,,,,
6708.0,,,,,,,,,,,,,,,,,,,,,
6709.0,,,,,,,,,,,,,,,,,,,,,
6710.0,,,,,,,,,,,,,,,,,,,,,
6714.0,,,,,,,,,,,,,,,,,,,,,
6715.0,,,,,,,,,,,,,,,,,,,,,
6716.0,,,,,,,,,,,,,,,,,,,,,
6717.0,,,,,,,,,,,,,,,,,,,,,
6721.0,,,,,,,,,,,,,,,,,,,,,
6722.0,,,,,,,,,,,,,,,,,,,,,
6723.0,,,,,,,,,,,,,,,,,,,,,
6724.0,,,,,,,,,,,,,,,,,,,,,
6728.0,,,,,,,,,,,,,,,,,,,,,
6729.0,,,,,,,,,,,,,,,,,,,,,
6730.0,,,,,,,,,,,,,,,,,,,,,
6731.0,,,,,,,,,,,,,,,,,,,,,
6735.0,,,,,,,,,,,,,,,,,,,,,
6736.0,,,,,,,,,,,,,,,,,,,,,
6737.0,,,,,,,,,,,,,,,,,,,,,
6738.0,,,,,,,,,,,,,,,,,,,,,
6742.0,,,,,,,,,,,,,,,,,,,,,
6743.0,,,,,,,,,,,,,,,,,,,,,
6744.0,,,,,,,,,,,,,,,,,,,,,
6745.0,,,,,,,,,,,,,,,,,,,,,
6749.0,,,,,,,,,,,,,,,,,,,,,
6750.0,,,,,,,,,,,,,,,,,,,,,
6751.0,,,,,,,,,,,,,,,,,,,,,
6752.0,,,,,,,,,,,,,,,,,,,,,
6756.0,,,,,,,,,,,,,,,,,,,,,
6757.0,,,,,,,,,,,,,,,,,,,,,
6758.0,,,,,,,,,,,,,,,,,,,,,
6759.0,,,,,,,,,,,,,,,,,,,,,
6763.0,,,,,,,,,,,,,,,,,,,,,
6764.0,,,,,,,,,,,,,,,,,,,,,
6765.0,,,,,,,,,,,,,,,,,,,,,
6766.0,,,,,,,,,,,,,,,,,,,,,
6770.0,,,,,,,,,,,,,,,,,,,,,
6771.0,,,,,,,,,,,,,,,,,,,,,
6772.0,,,,,,,,,,,,,,,,,,,,,
6773.0,,,,,,,,,,,,,,,,,,,,,
6777.0,,,,,,,,,,,,,,,,,,,,,
6778.0,,,,,,,,,,,,,,,,,,,,,
6779.0,,,,,,,,,,,,,,,,,,,,,
6780.0,,,,,,,,,,,,,,,,,,,,,
6784.0,,,,,,,,,,,,,,,,,,,,,
6785.0,,,,,,,,,,,,,,,,,,,,,
6786.0,,,,,,,,,,,,,,,,,,,,,
6787.0,,,,,,,,,,,,,,,,,,,,,
6791.0,,,,,,,,,,,,,,,,,,,,,
6792.0,,,,,,,,,,,,,,,,,,,,,
6793.0,,,,,,,,,,,,,,,,,,,,,
6794.0,,,,,,,,,,,,,,,,,,,,,
6798.0,,,,,,,,,,,,,,,,,,,,,
6799.0,,,,,,,,,,,,,,,,,,,,,
6800.0,,,,,,,,,,,,,,,,,,,,,
6801.0,,,,,,,,,,,,,,,,,,,,,
6805.0,,,,,,,,,,,,,,,,,,,,,
6806.0,,,,,,,,,,,,,,,,,,,,,
6807.0,,,,,,,,,,,,,,,,,,,,,
6808.0,,,,,,,,,,,,,,,,,,,,,
6812.0,,,,,,,,,,,,,,,,,,,,,
6813.0,,,,,,,,,,,,,,,,,,,,,
6814.0,,,,,,,,,,,,,,,,,,,,,
6815.0,,,,,,,,,,,,,,,,,,,,,
6819.0,,,,,,,,,,,,,,,,,,,,,
6820.0,,,,,,,,,,,,,,,,,,,,,
6821.0,,,,,,,,,,,,,,,,,,,,,
6822.0,,,,,,,,,,,,,,,,,,,,,
6826.0,,,,,,,,,,,,,,,,,,,,,
6827.0,,,,,,,,,,,,,,,,,,,,,
6828.0,,,,,,,,,,,,,,,,,,,,,
6829.0,,,,,,,,,,,,,,,,,,,,,
6833.0,,,,,,,,,,,,,,,,,,,,,
6834.0,,,,,,,,,,,,,,,,,,,,,
6835.0,,,,,,,,,,,,,,,,,,,,,
6836.0,,,,,,,,,,,,,,,,,,,,,
6840.0,,,,,,,,,,,,,,,,,,,,,
6841.0,,,,,,,,,,,,,,,,,,,,,
6842.0,,,,,,,,,,,,,,,,,,,,,
6843.0,,,,,,,,,,,,,,,,,,,,,
6847.0,,,,,,,,,,,,,,,,,,,,,
6848.0,,,,,,,,,,,,,,,,,,,,,
6849.0,,,,,,,,,,,,,,,,,,,,,
6850.0,,,,,,,,,,,,,,,,,,,,,
6854.0,,,,,,,,,,,,,,,,,,,,,
6855.0,,,,,,,,,,,,,,,,,,,,,
6856.0,,,,,,,,,,,,,,,,,,,,,
6857.0,,,,,,,,,,,,,,,,,,,,,
6861.0,,,,,,,,,,,,,,,,,,,,,
6862.0,,,,,,,,,,,,,,,,,,,,,
6863.0,,,,,,,,,,,,,,,,,,,,,
6864.0,,,,,,,,,,,,,,,,,,,,,
6868.0,,,,,,,,,,,,,,,,,,,,,
6869.0,,,,,,,,,,,,,,,,,,,,,
6870.0,,,,,,,,,,,,,,,,,,,,,
6871.0,,,,,,,,,,,,,,,,,,,,,
6875.0,,,,,,,,,,,,,,,,,,,,,
6876.0,,,,,,,,,,,,,,,,,,,,,
6877.0,,,,,,,,,,,,,,,,,,,,,
6878.0,,,,,,,,,,,,,,,,,,,,,
6882.0,,,,,,,,,,,,,,,,,,,,,
6883.0,,,,,,,,,,,,,,,,,,,,,
6884.0,,,,,,,,,,,,,,,,,,,,,
6885.0,,,,,,,,,,,,,,,,,,,,,
6889.0,,,,,,,,,,,,,,,,,,,,,
6890.0,,,,,,,,,,,,,,,,,,,,,
6891.0,,,,,,,,,,,,,,,,,,,,,
6892.0,,,,,,,,,,,,,,,,,,,,,
6896.0,,,,,,,,,,,,,,,,,,,,,
6897.0,,,,,,,,,,,,,,,,,,,,,
6898.0,,,,,,,,,,,,,,,,,,,,,
6899.0,,,,,,,,,,,,,,,,,,,,,
6903.0,,,,,,,,,,,,,,,,,,,,,
6904.0,,,,,,,,,,,,,,,,,,,,,
6905.0,,,,,,,,,,,,,,,,,,,,,
6906.0,,,,,,,,,,,,,,,,,,,,,
6910.0,,,,,,,,,,,,,,,,,,,,,
6911.0,,,,,,,,,,,,,,,,,,,,,
6912.0,,,,,,,,,,,,,,,,,,,,,
6913.0,,,,,,,,,,,,,,,,,,,,,
6917.0,,,,,,,,,,,,,,,,,,,,,
6918.0,,,,,,,,,,,,,,,,,,,,,
6919.0,,,,,,,,,,,,,,,,,,,,,
6920.0,,,,,,,,,,,,,,,,,,,,,
6924.0,,,,,,,,,,,,,,,,,,,,,
6925.0,,,,,,,,,,,,,,,,,,,,,
6926.0,,,,,,,,,,,,,,,,,,,,,
6927.0,,,,,,,,,,,,,,,,,,,,,
6931.0,,,,,,,,,,,,,,,,,,,,,
6932.0,,,,,,,,,,,,,,,,,,,,,
6933.0,,,,,,,,,,,,,,,,,,,,,
6934.0,,,,,,,,,,,,,,,,,,,,,
6938.0,,,,,,,,,,,,,,,,,,,,,
6939.0,,,,,,,,,,,,,,,,,,,,,
6940.0,,,,,,,,,,,,,,,,,,,,,
6941.0,,,,,,,,,,,,,,,,,,,,,
6945.0,,,,,,,,,,,,,,,,,,,,,
6946.0,,,,,,,,,,,,,,,,,,,,,
6947.0,,,,,,,,,,,,,,,,,,,,,
6948.0,,,,,,,,,,,,,,,,,,,,,
6952.0,,,,,,,,,,,,,,,,,,,,,
6953.0,,,,,,,,,,,,,,,,,,,,,
6954.0,,,,,,,,,,,,,,,,,,,,,
6955.0,,,,,,,,,,,,,,,,,,,,,
6959.0,,,,,,,,,,,,,,,,,,,,,
6960.0,,,,,,,,,,,,,,,,,,,,,
6961.0,,,,,,,,,,,,,,,,,,,,,
6962.0,,,,,,,,,,,,,,,,,,,,,
6966.0,,,,,,,,,,,,,,,,,,,,,
6967.0,,,,,,,,,,,,,,,,,,,,,
6968.0,,,,,,,,,,,,,,,,,,,,,
6969.0,,,,,,,,,,,,,,,,,,,,,
6973.0,,,,,,,,,,,,,,,,,,,,,
6974.0,,,,,,,,,,,,,,,,,,,,,
6975.0,,,,,,,,,,,,,,,,,,,,,
6976.0,,,,,,,,,,,,,,,,,,,,,
6980.0,,,,,,,,,,,,,,,,,,,,,
6981.0,,,,,,,,,,,,,,,,,,,,,
6982.0,,,,,,,,,,,,,,,,,,,,,
6983.0,,,,,,,,,,,,,,,,,,,,,
6987.0,,,,,,,,,,,,,,,,,,,,,
6988.0,,,,,,,,,,,,,,,,,,,,,
6989.0,,,,,,,,,,,,,,,,,,,,,
6990.0,,,,,,,,,,,,,,,,,,,,,
6994.0,,,,,,,,,,,,,,,,,,,,,
6995.0,,,,,,,,,,,,,,,,,,,,,
6996.0,,,,,,,,,,,,,,,,,,,,,
6997.0,,,,,,,,,,,,,,,,,,,,,
7001.0,,,,,,,,,,,,,,,,,,,,,
7002.0,,,,,,,,,,,,,,,,,,,,,
7003.0,,,,,,,,,,,,,,,,,,,,,
7004.0,,,,,,,,,,,,,,,,,,,,,
7008.0,,,,,,,,,,,,,,,,,,,,,
7009.0,,,,,,,,,,,,,,,,,,,,,
7010.0,,,,,,,,,,,,,,,,,,,,,
7011.0,,,,,,,,,,,,,,,,,,,,,
7015.0,,,,,,,,,,,,,,,,,,,,,
7016.0,,,,,,,,,,,,,,,,,,,,,
7017.0,,,,,,,,,,,,,,,,,,,,,
7018.0,,,,,,,,,,,,,,,,,,,,,
7022.0,,,,,,,,,,,,,,,,,,,,,
7023.0,,,,,,,,,,,,,,,,,,,,,
7024.0,,,,,,,,,,,,,,,,,,,,,
7025.0,,,,,,,,,,,,,,,,,,,,,
7029.0,,,,,,,,,,,,,,,,,,,,,
7030.0,,,,,,,,,,,,,,,,,,,,,
7031.0,,,,,,,,,,,,,,,,,,,,,
7032.0,,,,,,,,,,,,,,,,,,,,,
7036.0,,,,,,,,,,,,,,,,,,,,,
7037.0,,,,,,,,,,,,,,,,,,,,,
7038.0,,,,,,,,,,,,,,,,,,,,,
7039.0,,,,,,,,,,,,,,,,,,,,,
7043.0,,,,,,,,,,,,,,,,,,,,,
7044.0,,,,,,,,,,,,,,,,,,,,,
7045.0,,,,,,,,,,,,,,,,,,,,,
7046.0,,,,,,,,,,,,,,,,,,,,,
7050.0,,,,,,,,,,,,,,,,,,,,,
7051.0,,,,,,,,,,,,,,,,,,,,,
7052.0,,,,,,,,,,,,,,,,,,,,,
7053.0,,,,,,,,,,,,,,,,,,,,,
7057.0,,,,,,,,,,,,,,,,,,,,,
7058.0,,,,,,,,,,,,,,,,,,,,,
7059.0,,,,,,,,,,,,,,,,,,,,,
7060.0,,,,,,,,,,,,,,,,,,,,,
7064.0,,,,,,,,,,,,,,,,,,,,,
7065.0,,,,,,,,,,,,,,,,,,,,,
7066.0,,,,,,,,,,,,,,,,,,,,,
7067.0,,,,,,,,,,,,,,,,,,,,,
7071.0,,,,,,,,,,,,,,,,,,,,,
7072.0,,,,,,,,,,,,,,,,,,,,,
7073.0,,,,,,,,,,,,,,,,,,,,,
7074.0,,,,,,,,,,,,,,,,,,,,,
7078.0,,,,,,,,,,,,,,,,,,,,,
7079.0,,,,,,,,,,,,,,,,,,,,,
7080.0,,,,,,,,,,,,,,,,,,,,,
7081.0,,,,,,,,,,,,,,,,,,,,,
7085.0,,,,,,,,,,,,,,,,,,,,,
7086.0,,,,,,,,,,,,,,,,,,,,,
7087.0,,,,,,,,,,,,,,,,,,,,,
7088.0,,,,,,,,,,,,,,,,,,,,,
7092.0,,,,,,,,,,,,,,,,,,,,,
7093.0,,,,,,,,,,,,,,,,,,,,,
7094.0,,,,,,,,,,,,,,,,,,,,,
7095.0,,,,,,,,,,,,,,,,,,,,,
7099.0,,,,,,,,,,,,,,,,,,,,,
7100.0,,,,,,,,,,,,,,,,,,,,,
7101.0,,,,,,,,,,,,,,,,,,,,,
7102.0,,,,,,,,,,,,,,,,,,,,,
7106.0,,,,,,,,,,,,,,,,,,,,,
7107.0,,,,,,,,,,,,,,,,,,,,,
7108.0,,,,,,,,,,,,,,,,,,,,,
7109.0,,,,,,,,,,,,,,,,,,,,,
7113.0,,,,,,,,,,,,,,,,,,,,,
7114.0,,,,,,,,,,,,,,,,,,,,,
7115.0,,,,,,,,,,,,,,,,,,,,,
7116.0,,,,,,,,,,,,,,,,,,,,,
7120.0,,,,,,,,,,,,,,,,,,,,,
7121.0,,,,,,,,,,,,,,,,,,,,,
7122.0,,,,,,,,,,,,,,,,,,,,,
7123.0,,,,,,,,,,,,,,,,,,,,,
7127.0,,,,,,,,,,,,,,,,,,,,,
7128.0,,,,,,,,,,,,,,,,,,,,,
7129.0,,,,,,,,,,,,,,,,,,,,,
7130.0,,,,,,,,,,,,,,,,,,,,,
7134.0,,,,,,,,,,,,,,,,,,,,,
7135.0,,,,,,,,,,,,,,,,,,,,,
7136.0,,,,,,,,,,,,,,,,,,,,,
7137.0,,,,,,,,,,,,,,,,,,,,,
7141.0,,,,,,,,,,,,,,,,,,,,,
7142.0,,,,,,,,,,,,,,,,,,,,,
7143.0,,,,,,,,,,,,,,,,,,,,,
7144.0,,,,,,,,,,,,,,,,,,,,,
7148.0,,,,,,,,,,,,,,,,,,,,,
7149.0,,,,,,,,,,,,,,,,,,,,,
7150.0,,,,,,,,,,,,,,,,,,,,,
7151.0,,,,,,,,,,,,,,,,,,,,,
7155.0,,,,,,,,,,,,,,,,,,,,,
7156.0,,,,,,,,,,,,,,,,,,,,,
7157.0,,,,,,,,,,,,,,,,,,,,,
7158.0,,,,,,,,,,,,,,,,,,,,,
7162.0,,,,,,,,,,,,,,,,,,,,,
7163.0,,,,,,,,,,,,,,,,,,,,,
7164.0,,,,,,,,,,,,,,,,,,,,,
7165.0,,,,,,,,,,,,,,,,,,,,,
7169.0,,,,,,,,,,,,,,,,,,,,,
7170.0,,,,,,,,,,,,,,,,,,,,,
7171.0,,,,,,,,,,,,,,,,,,,,,
7172.0,,,,,,,,,,,,,,,,,,,,,
7176.0,,,,,,,,,,,,,,,,,,,,,
7177.0,,,,,,,,,,,,,,,,,,,,,
7178.0,,,,,,,,,,,,,,,,,,,,,
7179.0,,,,,,,,,,,,,,,,,,,,,
7183.0,,,,,,,,,,,,,,,,,,,,,
7184.0,,,,,,,,,,,,,,,,,,,,,
7185.0,,,,,,,,,,,,,,,,,,,,,
7186.0,,,,,,,,,,,,,,,,,,,,,
7190.0,,,,,,,,,,,,,,,,,,,,,
7191.0,,,,,,,,,,,,,,,,,,,,,
7192.0,,,,,,,,,,,,,,,,,,,,,
7193.0,,,,,,,,,,,,,,,,,,,,,
7197.0,,,,,,,,,,,,,,,,,,,,,
7198.0,,,,,,,,,,,,,,,,,,,,,
7199.0,,,,,,,,,,,,,,,,,,,,,
7200.0,,,,,,,,,,,,,,,,,,,,,
7204.0,,,,,,,,,,,,,,,,,,,,,
7205.0,,,,,,,,,,,,,,,,,,,,,
7206.0,,,,,,,,,,,,,,,,,,,,,
7207.0,,,,,,,,,,,,,,,,,,,,,
7211.0,,,,,,,,,,,,,,,,,,,,,
7212.0,,,,,,,,,,,,,,,,,,,,,
7213.0,,,,,,,,,,,,,,,,,,,,,
7214.0,,,,,,,,,,,,,,,,,,,,,
7218.0,,,,,,,,,,,,,,,,,,,,,
7219.0,,,,,,,,,,,,,,,,,,,,,
7220.0,,,,,,,,,,,,,,,,,,,,,
7221.0,,,,,,,,,,,,,,,,,,,,,
7225.0,,,,,,,,,,,,,,,,,,,,,
7226.0,,,,,,,,,,,,,,,,,,,,,
7227.0,,,,,,,,,,,,,,,,,,,,,
7228.0,,,,,,,,,,,,,,,,,,,,,
7232.0,,,,,,,,,,,,,,,,,,,,,
7233.0,,,,,,,,,,,,,,,,,,,,,
7234.0,,,,,,,,,,,,,,,,,,,,,
7235.0,,,,,,,,,,,,,,,,,,,,,
7239.0,,,,,,,,,,,,,,,,,,,,,
7240.0,,,,,,,,,,,,,,,,,,,,,
7241.0,,,,,,,,,,,,,,,,,,,,,
7242.0,,,,,,,,,,,,,,,,,,,,,
7246.0,,,,,,,,,,,,,,,,,,,,,
7247.0,,,,,,,,,,,,,,,,,,,,,
7248.0,,,,,,,,,,,,,,,,,,,,,
7249.0,,,,,,,,,,,,,,,,,,,,,
7253.0,,,,,,,,,,,,,,,,,,,,,
7254.0,,,,,,,,,,,,,,,,,,,,,
7255.0,,,,,,,,,,,,,,,,,,,,,
7256.0,,,,,,,,,,,,,,,,,,,,,
7260.0,,,,,,,,,,,,,,,,,,,,,
7261.0,,,,,,,,,,,,,,,,,,,,,
7262.0,,,,,,,,,,,,,,,,,,,,,
7263.0,,,,,,,,,,,,,,,,,,,,,
7267.0,,,,,,,,,,,,,,,,,,,,,
7268.0,,,,,,,,,,,,,,,,,,,,,
7269.0,,,,,,,,,,,,,,,,,,,,,
7270.0,,,,,,,,,,,,,,,,,,,,,
7274.0,,,,,,,,,,,,,,,,,,,,,
7275.0,,,,,,,,,,,,,,,,,,,,,
7276.0,,,,,,,,,,,,,,,,,,,,,
7277.0,,,,,,,,,,,,,,,,,,,,,
7281.0,,,,,,,,,,,,,,,,,,,,,
7282.0,,,,,,,,,,,,,,,,,,,,,
7283.0,,,,,,,,,,,,,,,,,,,,,
7284.0,,,,,,,,,,,,,,,,,,,,,
7288.0,,,,,,,,,,,,,,,,,,,,,
7289.0,,,,,,,,,,,,,,,,,,,,,
7290.0,,,,,,,,,,,,,,,,,,,,,
7291.0,,,,,,,,,,,,,,,,,,,,,
7295.0,,,,,,,,,,,,,,,,,,,,,
7296.0,,,,,,,,,,,,,,,,,,,,,
7297.0,,,,,,,,,,,,,,,,,,,,,
7298.0,,,,,,,,,,,,,,,,,,,,,
7302.0,,,,,,,,,,,,,,,,,,,,,
7303.0,,,,,,,,,,,,,,,,,,,,,
7304.0,,,,,,,,,,,,,,,,,,,,,
7305.0,,,,,,,,,,,,,,,,,,,,,
7309.0,,,,,,,,,,,,,,,,,,,,,
7310.0,,,,,,,,,,,,,,,,,,,,,
7311.0,,,,,,,,,,,,,,,,,,,,,
7312.0,,,,,,,,,,,,,,,,,,,,,
7316.0,,,,,,,,,,,,,,,,,,,,,
7317.0,,,,,,,,,,,,,,,,,,,,,
7318.0,,,,,,,,,,,,,,,,,,,,,
7319.0,,,,,,,,,,,,,,,,,,,,,
7323.0,,,,,,,,,,,,,,,,,,,,,
7324.0,,,,,,,,,,,,,,,,,,,,,
7325.0,,,,,,,,,,,,,,,,,,,,,
7326.0,,,,,,,,,,,,,,,,,,,,,
7330.0,,,,,,,,,,,,,,,,,,,,,
7331.0,,,,,,,,,,,,,,,,,,,,,
7332.0,,,,,,,,,,,,,,,,,,,,,
7333.0,,,,,,,,,,,,,,,,,,,,,
